ID,Pokemon,Objeto,Habilidad,Teratipo,Mov1,Mov2,Mov3,Mov4,arch
20832,Zamazenta,Rusted Shield,Dauntless Shield,Water,Iron Defense,Protect,Heavy Slam,Body Press,Zamazenta Rain
20832,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet,Zamazenta Rain
20832,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Fake Out,Flare Blitz,Parting Shot,Zamazenta Rain
20832,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Electroweb,Dragon Pulse,Snarl,Zamazenta Rain
20832,Amoonguss,Sitrus Berry,Regenerator,Water,Pollen Puff,Rage Powder,Protect,Spore,Zamazenta Rain
20832,Pelipper,Focus Sash,Drizzle,Stellar,Protect,Hurricane,Weather Ball,Wide Guard,Zamazenta Rain
20833,Urshifu,Safety Goggles,Unseen Fist,Dark,Detect,Wicked Blow,Close Combat,Sucker Punch,Kyogre Hyper Offense
20833,Kyogre,Covert Cloak,Drizzle,Grass,Water Spout,Origin Pulse,Thunder,Ice Beam,Kyogre Hyper Offense
20833,Dondozo,Clear Amulet,Unaware,Grass,Wave Crash,Earthquake,Order Up,Protect,Kyogre Hyper Offense
20833,Tatsugiri,Choice Scarf,Commander,Steel,Draco Meteor,Dragon Pulse,Icy Wind,Muddy Water,Kyogre Hyper Offense
20833,Amoonguss,Rocky Helmet,Regenerator,Water,Rage Powder,Spore,Pollen Puff,Protect,Kyogre Hyper Offense
20833,Tornadus,Focus Sash,Prankster,Ghost,Tailwind,Rain Dance,Bleakwind Storm,Taunt,Kyogre Hyper Offense
20834,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Protect,Flame Charge,Flare Blitz,Collision Course,Koraidon Offense
20834,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Taunt,Shadow Ball,Icy Wind,Moonblast,Koraidon Offense
20834,Amoonguss,Sitrus Berry,Regenerator,Water,Protect,Spore,Rage Powder,Pollen Puff,Koraidon Offense
20834,Raging Bolt,Assault Vest,Protosynthesis,Electric,Electroweb,Thunderclap,Snarl,Draco Meteor,Koraidon Offense
20834,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Icy Wind,Sunny Day,Tailwind,Koraidon Offense
20834,Chi-Yu,Life Orb,Beads of Ruin,Ghost,Protect,Snarl,Heat Wave,Overheat,Koraidon Offense
20835,Calyrex-Ice,Clear Amulet,As One,Water,Glacial Lance,High Horsepower,Protect,Trick Room,Calyice Slow Offense
20835,Indeedee-F,Safety Goggles,Psychic Surge,Water,Trick Room,Follow Me,Helping Hand,Psychic,Calyice Slow Offense
20835,Annihilape,Choice Scarf,Defiant,Grass,Final Gambit,Close Combat,Coaching,U-turn,Calyice Slow Offense
20835,Torkoal,Choice Specs,Drought,Fire,Eruption,Heat Wave,Earth Power,Weather Ball,Calyice Slow Offense
20835,Okidogi,Assault Vest,Guard Dog,Dark,Drain Punch,Gunk Shot,Knock Off,Upper Hand,Calyice Slow Offense
20835,Gallade,Scope Lens,Sharpness,Grass,Psycho Cut,Sacred Sword,Leaf Blade,Wide Guard,Calyice Slow Offense
20836,Tornadus,Focus Sash,Prankster,Dark,Tailwind,Bleakwind Storm,Snowscape,Taunt,NA
20836,Kyurem-White,Life Orb,Turboblaze,Ghost,Blizzard,Draco Meteor,Focus Blast,Protect,NA
20836,Ninetales-Alola,Light Clay,Snow Warning,Water,Aurora Veil,Blizzard,Moonblast,Helping Hand,NA
20836,Regieleki,Covert Cloak,Transistor,Ice,Electroweb,Thunder Cage,Tera Blast,Protect,NA
20836,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield,NA
20836,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Overheat,Snarl,NA
20837,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Taunt,Knock Off,Parting Shot,Zamazenta Rain
20837,Amoonguss,Sitrus Berry,Regenerator,Water,Protect,Spore,Rage Powder,Pollen Puff,Zamazenta Rain
20837,Zamazenta,Rusted Shield,Dauntless Shield,Water,Protect,Iron Defense,Body Press,Heavy Slam,Zamazenta Rain
20837,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderclap,Dragon Pulse,Electroweb,Snarl,Zamazenta Rain
20837,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Close Combat,Aqua Jet,U-turn,Zamazenta Rain
20837,Pelipper,Focus Sash,Drizzle,Stellar,Protect,Hurricane,Weather Ball,Wide Guard,Zamazenta Rain
20838,Zamazenta,Rusted Shield,Dauntless Shield,Water,Body Press,Iron Defense,Heavy Slam,Wide Guard,Zamazenta FWG
20838,Flutter Mane,Booster Energy,Protosynthesis,Grass,Moonblast,Shadow Ball,Calm Mind,Protect,Zamazenta FWG
20838,Rillaboom,Miracle Seed,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,U-turn,Zamazenta FWG
20838,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Taunt,Parting Shot,Zamazenta FWG
20838,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderclap,Thunder,Draco Meteor,Snarl,Zamazenta FWG
20838,Pelipper,Focus Sash,Drizzle,Stellar,Hurricane,Weather Ball,Wide Guard,Protect,Zamazenta FWG
20839,Roaring Moon,Booster Energy,Protosynthesis,Poison,Tailwind,Knock Off,Iron Head,Protect,Miraidon-Urshi
20839,Miraidon,Choice Specs,Hadron Engine,Electric,Electro Drift,Draco Meteor,Dazzling Gleam,Volt Switch,Miraidon-Urshi
20839,Urshifu-Rapid-Strike,Splash Plate,Unseen Fist,Fire,Surging Strikes,Close Combat,Aqua Jet,Detect,Miraidon-Urshi
20839,Entei,Assault Vest,Inner Focus,Water,Sacred Fire,Extreme Speed,Stomping Tantrum,Snarl,Miraidon-Urshi
20839,Ogerpon,Loaded Dice,Defiant,Grass,Spiky Shield,Bullet Seed,Follow Me,Rock Tomb,Miraidon-Urshi
20839,Clefairy,Eviolite,Friend Guard,Grass,Follow Me,After You,Helping Hand,Protect,Miraidon-Urshi
20840,Zacian,Rusted Sword,Intrepid Sword,Dragon,Iron Head,Play Rough,Swords Dance,Protect,Zacian TW
20840,Incineroar,Safety Goggles,Intimidate,Grass,Taunt,Fake Out,Knock Off,Parting Shot,Zacian TW
20840,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Grass,Close Combat,Aqua Jet,Surging Strikes,Detect,Zacian TW
20840,Amoonguss,Sitrus Berry,Regenerator,Dark,Pollen Puff,Spore,Rage Powder,Protect,Zacian TW
20840,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Draco Meteor,Thunderclap,Thunderbolt,Snarl,Zacian TW
20840,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Taunt,Zacian TW
20841,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sacred Sword,Sucker Punch,Protect,Lunala AD Offense
20841,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Horn Leech,Focus Energy,Spiky Shield,Lunala AD Offense
20841,Lunala,Power Herb,Shadow Shield,Fairy,Moongeist Beam,Meteor Beam,Tailwind,Wide Guard,Lunala AD Offense
20841,Dragonite,Choice Band,Inner Focus,Normal,Extreme Speed,Outrage,Aerial Ace,Low Kick,Lunala AD Offense
20841,Rillaboom,Assault Vest,Grassy Surge,Normal,Wood Hammer,U-turn,Grassy Glide,Fake Out,Lunala AD Offense
20841,Kingambit,Safety Goggles,Defiant,Water,Kowtow Cleave,Swords Dance,Sucker Punch,Protect,Lunala AD Offense
20842,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,Horn Leech,Spiky Shield,Calyshadow Hyperoffense
20842,Tornadus,Focus Sash,Prankster,Ghost,Rain Dance,Protect,Bleakwind Storm,Tailwind,Calyshadow Hyperoffense
20842,Raging Bolt,Assault Vest,Protosynthesis,Water,Snarl,Dragon Pulse,Thunderclap,Electroweb,Calyshadow Hyperoffense
20842,Amoonguss,Rocky Helmet,Regenerator,Dark,Foul Play,Protect,Rage Powder,Spore,Calyshadow Hyperoffense
20842,Calyrex-Shadow,Life Orb,As One,Fairy,Draining Kiss,Protect,Expanding Force,Astral Barrage,Calyshadow Hyperoffense
20842,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn,Calyshadow Hyperoffense
20843,Miraidon,Choice Specs,Hadron Engine,Stellar,Volt Switch,Electro Drift,Draco Meteor,Dazzling Gleam,MiraiMoona TR
20843,Farigiraf,Sitrus Berry,Armor Tail,Water,Psychic,Protect,Trick Room,Helping Hand,MiraiMoona TR
20843,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Hyper Voice,Earth Power,Protect,MiraiMoona TR
20843,Incineroar,Assault Vest,Intimidate,Ghost,Fake Out,Knock Off,U-turn,Flare Blitz,MiraiMoona TR
20843,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,MiraiMoona TR
20843,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Icy Wind,Protect,MiraiMoona TR
20844,Chi-Yu,Focus Sash,Beads of Ruin,Ghost,Snarl,Heat Wave,Overheat,Protect,Terapagos TW Offense
20844,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,High Horsepower,Fake Out,Terapagos TW Offense
20844,Comfey,Sitrus Berry,Triage,Steel,Floral Healing,Helping Hand,Draining Kiss,Protect,Terapagos TW Offense
20844,Terapagos,Leftovers,Tera Shift,Stellar,Tera Starstorm,Earth Power,Calm Mind,Protect,Terapagos TW Offense
20844,Tornadus,Covert Cloak,Prankster,Flying,Tailwind,Rain Dance,Protect,Bleakwind Storm,Terapagos TW Offense
20844,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,NA,Terapagos TW Offense
20845,Calyrex-Shadow,Focus Sash,As One,Ghost,Astral Barrage,Psyshock,Nasty Plot,Protect,Calyshadow Offense
20845,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Protect,Calyshadow Offense
20845,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Parting Shot,Will-O-Wisp,Fake Out,Calyshadow Offense
20845,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,U-turn,Wood Hammer,Grassy Glide,Calyshadow Offense
20845,Tornadus,Covert Cloak,Prankster,Dark,Rain Dance,Tailwind,Bleakwind Storm,Taunt,Calyshadow Offense
20845,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Sandsear Storm,Protect,Calyshadow Offense
20846,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Flare Blitz,Flame Charge,Collision Course,Protect,Koraidon Balance
20846,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Icy Wind,Moonblast,Shadow Ball,Koraidon Balance
20846,Walking Wake,Life Orb,Protosynthesis,Fire,Hydro Steam,Protect,Draco Meteor,Flamethrower,Koraidon Balance
20846,Farigiraf,Sitrus Berry,Armor Tail,Fire,Dazzling Gleam,Psychic,Helping Hand,Trick Room,Koraidon Balance
20846,Incineroar,Assault Vest,Intimidate,Grass,Flare Blitz,U-turn,Knock Off,Fake Out,Koraidon Balance
20846,Amoonguss,Rocky Helmet,Regenerator,Water,Protect,Spore,Pollen Puff,Rage Powder,Koraidon Balance
20847,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Knock Off,Taunt,Calyice Balanced
20847,Calyrex-Ice,Clear Amulet,As One,Water,Trick Room,High Horsepower,Glacial Lance,Protect,Calyice Balanced
20847,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Helping Hand,Psychic,Trick Room,Foul Play,Calyice Balanced
20847,Pelipper,Life Orb,Drizzle,Grass,Weather Ball,Hurricane,Wide Guard,Protect,Calyice Balanced
20847,Amoonguss,Rocky Helmet,Regenerator,Dark,Protect,Rage Powder,Pollen Puff,Spore,Calyice Balanced
20847,Ogerpon,Covert Cloak,Defiant,Grass,Ivy Cudgel,Superpower,Follow Me,Spiky Shield,Calyice Balanced
20848,Tyranitar,Clear Amulet,Sand Stream,Fairy,Rock Slide,Knock Off,Tera Blast,Protect,NA
20848,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Electroweb,Thunderclap,Draco Meteor,Snarl,NA
20848,Calyrex-Shadow,Spell Tag,As One,Ghost,Astral Barrage,Draining Kiss,Nasty Plot,Protect,NA
20848,Incineroar,Safety Goggles,Intimidate,Grass,Flare Blitz,Throat Chop,Fake Out,Parting Shot,NA
20848,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Helping Hand,Shadow Ball,Psychic,Trick Room,NA
20848,Rillaboom,Miracle Seed,Grassy Surge,Fire,Wood Hammer,Grassy Glide,Fake Out,Protect,NA
20849,Calyrex-Ice,Clear Amulet,As One,Water,Protect,Trick Room,Glacial Lance,High Horsepower,Calyice Slow Offense
20849,Torkoal,Choice Specs,Drought,Fire,Eruption,Heat Wave,Weather Ball,Earth Power,Calyice Slow Offense
20849,Indeedee-F,Safety Goggles,Psychic Surge,Fairy,Trick Room,Follow Me,Dazzling Gleam,Protect,Calyice Slow Offense
20849,Urshifu,Power Weight,Unseen Fist,Dark,Wicked Blow,Close Combat,Coaching,Detect,Calyice Slow Offense
20849,Araquanid,Life Orb,Water Bubble,Water,Leech Life,Liquidation,Protect,Wide Guard,Calyice Slow Offense
20849,Ursaluna,Flame Orb,Guts,Ghost,Headlong Rush,Facade,Protect,Roar,Calyice Slow Offense
20850,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Calyice Slow Offense
20850,Incineroar,Assault Vest,Intimidate,Grass,Flare Blitz,Fake Out,Snarl,U-turn,Calyice Slow Offense
20850,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Hyper Voice,Earth Power,Protect,Calyice Slow Offense
20850,Calyrex-Ice,Clear Amulet,As One,Water,Glacial Lance,High Horsepower,Trick Room,Protect,Calyice Slow Offense
20850,Dusclops,Eviolite,Pressure,Fairy,Night Shade,Will-O-Wisp,Pain Split,Trick Room,Calyice Slow Offense
20850,Alcremie,Sitrus Berry,Sweet Veil,Grass,Alluring Voice,Encore,Decorate,Protect,Calyice Slow Offense
20851,Lunala,Power Herb,Shadow Shield,Normal,Meteor Beam,Moongeist Beam,Expanding Force,Trick Room,Lunala Psyspam
20851,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Lunala Psyspam
20851,Incineroar,Sitrus Berry,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot,Lunala Psyspam
20851,Indeedee-F,Psychic Seed,Psychic Surge,Water,Dazzling Gleam,Follow Me,Helping Hand,Trick Room,Lunala Psyspam
20851,Ursaluna,Flame Orb,Guts,Ghost,Facade,Headlong Rush,Swords Dance,Protect,Lunala Psyspam
20851,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Draco Meteor,Thunderbolt,Thunderclap,Snarl,Lunala Psyspam
20852,Kyogre,Choice Scarf,Drizzle,Water,Water Spout,Origin Pulse,Ice Beam,Hydro Pump,Kyogre FWG
20852,Tornadus,Focus Sash,Prankster,Ghost,Protect,Bleakwind Storm,Rain Dance,Tailwind,Kyogre FWG
20852,Rillaboom,Assault Vest,Grassy Surge,Grass,Grassy Glide,Wood Hammer,Fake Out,U-turn,Kyogre FWG
20852,Urshifu,Black Glasses,Unseen Fist,Fire,Detect,Wicked Blow,Close Combat,Sucker Punch,Kyogre FWG
20852,Tsareena,Sitrus Berry,Queenly Majesty,Fire,Helping Hand,Taunt,Triple Axel,Power Whip,Kyogre FWG
20852,Incineroar,Figy Berry,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out,Kyogre FWG
20853,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Taunt,Tailwind,Rain Dance,Kyogre Doble Tempo
20853,Kyogre,Mystic Water,Drizzle,Grass,Origin Pulse,Protect,Water Spout,Ice Beam,Kyogre Doble Tempo
20853,Rillaboom,Miracle Seed,Grassy Surge,Fire,Fake Out,Grassy Glide,U-turn,Wood Hammer,Kyogre Doble Tempo
20853,Landorus,Life Orb,Sheer Force,Poison,Sludge Bomb,Earth Power,Sandsear Storm,Protect,Kyogre Doble Tempo
20853,Archaludon,Assault Vest,Stamina,Fairy,Electro Shot,Body Press,Draco Meteor,Flash Cannon,Kyogre Doble Tempo
20853,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Trick Room,Twin Beam,Helping Hand,Foul Play,Kyogre Doble Tempo
20854,Terapagos,Covert Cloak,Tera Shift,Stellar,Earth Power,Tera Starstorm,Calm Mind,Protect,Terapagos FWG
20854,Comfey,Sitrus Berry,Triage,Fire,Draining Kiss,Floral Healing,Helping Hand,Trick Room,Terapagos FWG
20854,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,U-turn,Wood Hammer,Terapagos FWG
20854,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn,Terapagos FWG
20854,Incineroar,Safety Goggles,Intimidate,Water,Fake Out,Will-O-Wisp,Flare Blitz,Parting Shot,Terapagos FWG
20854,Amoonguss,Rocky Helmet,Regenerator,Water,Rage Powder,Pollen Puff,Spore,Protect,Terapagos FWG
20855,Clefairy,Eviolite,Friend Guard,Water,Follow Me,Helping Hand,After You,Protect,Miraidon-Urshi
20855,Urshifu-Rapid-Strike,Choice Band,Unseen Fist,Fire,Surging Strikes,Aqua Jet,Close Combat,U-turn,Miraidon-Urshi
20855,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Scary Face,Rain Dance,Miraidon-Urshi
20855,Miraidon,Choice Specs,Hadron Engine,Electric,Electro Drift,Volt Switch,Draco Meteor,Dragon Pulse,Miraidon-Urshi
20855,Tsareena,Wide Lens,Queenly Majesty,Water,Power Whip,U-turn,Helping Hand,Triple Axel,Miraidon-Urshi
20855,Incineroar,Assault Vest,Intimidate,Grass,Flare Blitz,Knock Off,U-turn,Fake Out,Miraidon-Urshi
20856,Roaring Moon,Booster Energy,Protosynthesis,Flying,Knock Off,Acrobatics,Tailwind,Protect,NA
20856,Zamazenta,Rusted Shield,Dauntless Shield,Water,Heavy Slam,Iron Defense,Body Press,Protect,NA
20856,Amoonguss,Sitrus Berry,Regenerator,Water,Spore,Pollen Puff,Rage Powder,Protect,NA
20856,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,NA
20856,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Icy Wind,NA
20856,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Flare Blitz,Rock Slide,Extreme Speed,Head Smash,NA
20857,Calyrex-Shadow,Sitrus Berry,As One,Fairy,Astral Barrage,Draining Kiss,Nasty Plot,Protect,NA
20857,Mienshao,Focus Sash,Inner Focus,Fighting,Close Combat,Feint,Fake Out,Wide Guard,NA
20857,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Wood Hammer,Grassy Glide,U-turn,NA
20857,Chi-Yu,Covert Cloak,Beads of Ruin,Water,Heat Wave,Taunt,Snarl,Overheat,NA
20857,Clefairy,Eviolite,Friend Guard,Grass,Follow Me,Helping Hand,Sing,Protect,NA
20857,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Icy Wind,Moonblast,Taunt,Protect,NA
20858,Amoonguss,Rocky Helmet,Regenerator,Dark,Spore,Pollen Puff,Rage Powder,Leaf Storm,Kyogre FWG
20858,Kyogre,Mystic Water,Drizzle,Water,Protect,Origin Pulse,Water Spout,Ice Beam,Kyogre FWG
20858,Thundurus,Covert Cloak,Prankster,Ghost,Eerie Impulse,Wildbolt Storm,Thunder Wave,Rain Dance,Kyogre FWG
20858,Incineroar,Leftovers,Intimidate,Grass,Flare Blitz,Knock Off,Parting Shot,Fake Out,Kyogre FWG
20858,Roaring Moon,Booster Energy,Protosynthesis,Flying,Acrobatics,Tailwind,Breaking Swipe,Protect,Kyogre FWG
20858,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Taunt,Dazzling Gleam,Shadow Ball,Protect,Kyogre FWG
20859,Calyrex-Shadow,Focus Sash,As One,Fairy,Draining Kiss,Astral Barrage,Protect,Nasty Plot,Calyshadow Offense
20859,Tornadus,Covert Cloak,Prankster,Steel,Tailwind,Taunt,Bleakwind Storm,Rain Dance,Calyshadow Offense
20859,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Parting Shot,Knock Off,Calyshadow Offense
20859,Amoonguss,Rocky Helmet,Regenerator,Dark,Spore,Sludge Bomb,Rage Powder,Clear Smog,Calyshadow Offense
20859,Landorus,Life Orb,Sheer Force,Poison,Protect,Substitute,Earth Power,Sludge Bomb,Calyshadow Offense
20859,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,Protect,Close Combat,Calyshadow Offense
20860,Terapagos,Clear Amulet,Tera Shift,Stellar,Tera Starstorm,Earth Power,Calm Mind,Protect,Terapagos FWG
20860,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Will-O-Wisp,Fake Out,Parting Shot,Terapagos FWG
20860,Urshifu-Rapid-Strike,Focus Sash,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Detect,Terapagos FWG
20860,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,Fake Out,U-turn,Terapagos FWG
20860,Amoonguss,Sitrus Berry,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect,Terapagos FWG
20860,Tornadus,Covert Cloak,Prankster,Dark,Rain Dance,Tailwind,Bleakwind Storm,Taunt,Terapagos FWG
20861,Amoonguss,Rocky Helmet,Regenerator,Dark,Pollen Puff,Clear Smog,Spore,Rage Powder,Calyice Rain
20861,Incineroar,Safety Goggles,Intimidate,Grass,Knock Off,Taunt,Fake Out,Parting Shot,Calyice Rain
20861,Calyrex-Ice,Clear Amulet,As One,Grass,Glacial Lance,High Horsepower,Trick Room,Protect,Calyice Rain
20861,Gholdengo,Iron Plate,Good as Gold,Water,Nasty Plot,Make It Rain,Shadow Ball,Protect,Calyice Rain
20861,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Weather Ball,Wide Guard,Protect,Calyice Rain
20861,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Aqua Jet,Close Combat,U-turn,Calyice Rain
20862,Calyrex-Ice,Clear Amulet,As One,Water,Glacial Lance,High Horsepower,Trick Room,Protect,Calyice Balanced
20862,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot,Calyice Balanced
20862,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect,Calyice Balanced
20862,Gholdengo,Metal Coat,Good as Gold,Fairy,Make It Rain,Shadow Ball,Nasty Plot,Protect,Calyice Balanced
20862,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderbolt,Thunderclap,Draco Meteor,Snarl,Calyice Balanced
20862,Landorus,Life Orb,Sand Force,Steel,Earth Power,Sludge Bomb,Substitute,Protect,Calyice Balanced
20863,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Flare Blitz,Collision Course,Swords Dance,Protect,Koraidon Offense
20863,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Overheat,Snarl,Koraidon Offense
20863,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Moonblast,Icy Wind,Taunt,Protect,Koraidon Offense
20863,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Sunny Day,Taunt,Tailwind,Koraidon Offense
20863,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Electroweb,Dragon Pulse,Thunderclap,Snarl,Koraidon Offense
20863,Amoonguss,Sitrus Berry,Regenerator,Water,Sludge Bomb,Rage Powder,Spore,Protect,Koraidon Offense
20864,Calyrex-Shadow,Focus Sash,As One,Ghost,Astral Barrage,Nasty Plot,Psyshock,Protect,Calyshadow Offense
20864,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect,Calyshadow Offense
20864,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Parting Shot,Will-O-Wisp,Fake Out,Calyshadow Offense
20864,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Calyshadow Offense
20864,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Protect,Calyshadow Offense
20864,Amoonguss,Sitrus Berry,Regenerator,Dark,Sludge Bomb,Rage Powder,Spore,Protect,Calyshadow Offense
20865,Kyurem-White,Life Orb,Turboblaze,Ice,Blizzard,Earth Power,Freeze-Dry,Protect,NA
20865,Ninetales-Alola,Light Clay,Snow Warning,Fire,Icy Wind,Moonblast,Aurora Veil,Helping Hand,NA
20865,Okidogi,Assault Vest,Guard Dog,Dark,Knock Off,Drain Punch,Poison Jab,Upper Hand,NA
20865,Tornadus,Covert Cloak,Prankster,Dark,Tailwind,Air Slash,Snowscape,Taunt,NA
20865,Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,Dark Pulse,Heat Wave,Snarl,Overheat,NA
20865,Rillaboom,Miracle Seed,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,U-turn,NA
20866,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Sacred Sword,Ice Spinner,Sucker Punch,Protect,NA
20866,Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,Heat Wave,Overheat,Dark Pulse,Snarl,NA
20866,Dondozo,Leftovers,Unaware,Fairy,Wave Crash,Earthquake,Order Up,Protect,NA
20866,Tatsugiri,Sitrus Berry,Commander,Steel,Draco Meteor,Helping Hand,Muddy Water,Protect,NA
20866,Dragonite,Choice Band,Inner Focus,Normal,Extreme Speed,Outrage,Aqua Jet,Stomping Tantrum,NA
20866,Miraidon,Covert Cloak,Hadron Engine,Electric,Electro Drift,Draco Meteor,Volt Switch,Protect,NA
20867,Calyrex-Ice,Clear Amulet,As One,Water,Glacial Lance,High Horsepower,Trick Room,Protect,Calyice Balanced
20867,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect,Calyice Balanced
20867,Incineroar,Safety Goggles,Intimidate,Water,Knock Off,Fake Out,Taunt,Parting Shot,Calyice Balanced
20867,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Detect,Calyice Balanced
20867,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Rain Dance,Sunny Day,Calyice Balanced
20867,Rillaboom,Assault Vest,Grassy Surge,Normal,Wood Hammer,Grassy Glide,Fake Out,High Horsepower,Calyice Balanced
20868,Zamazenta,Rusted Shield,Dauntless Shield,Water,Body Press,Heavy Slam,Iron Defense,Protect,Zamazenta Rain
20868,Pelipper,Focus Sash,Drizzle,Ghost,Weather Ball,Hurricane,Wide Guard,Tailwind,Zamazenta Rain
